id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl
p98/d3365	He squashed the insect with the heel of his foot. 	male.n.02 squash.v.01 Agent -1 Time +1 Patient +2 Instrument +3 time.n.08 TPR now insect.n.01 heel.n.01 PartOf +2 male.n.02 ANA -5 foot.n.01 PartOf -1									She, he squashed the insect with the heel of his foot.	He squashed the spider, the insect with the heel of his foot.	He squashed the insect with the toe, the heel of his foot.
p50/d0231	Xiaoding's father's name is written down on the envelope. 	female.n.02 Name \"Xiaoding\" person.n.01 Role +1 father.n.01 Of -2 name.n.01 Bearer -2 time.n.08 EQU now write_down.v.01 Theme -2 Time -1 Destination +1 envelope.n.01									Xiaowei's, Xiaoding's father's name is written down on the envelope.	Xiaoding's mother, father's name is written down on the envelope.	Xiaoding's father's name is written down on the paper, the envelope.
p25/d1381	What was the name of the high school in \"Grease\"? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now name.n.01 Bearer +1 Context +2 high_school.n.01 situation_comedy.n.02 Name \"Grease\"									"What was the level, the name of the high school in \""Grease\""?"	"What was the name of the middle, the high school in \""Grease\""?"	"What was the name of the high school in \""Clueless\"", in \""Grease\""?"
p36/d1552	The ships were buffeted by the wind and the rain. 	ship.n.01 time.n.08 TPR now buffet.v.01 Theme -2 Time -1 Causer +2 wind.n.01 entity.n.01 Sub -1 Sub +1 rain.n.01									The buses, the ships were buffeted by the wind and the rain.	The ships were buffeted by the storm, the wind and the rain.	The ships were buffeted by the wind and the snow, the rain.
p18/d3112	A man of wealth has to pay a lot of income tax. 	NEGATION <1 man.n.01 Attribute +1 wealth.n.01 NEGATION <1 NECESSITY <1 pay.v.01 Agent -2 Theme +1 entity.n.01 Quantity + EQU +1 income_tax.n.01									A woman, a man of wealth has to pay a lot of income tax.	A man of poverty, wealth has to pay a lot of income tax.	A man of wealth has to pay a lot of property tax, income tax.
p10/d2978	Lungs, heart, veins, arteries and capillaries form the cardiovascular system. 	lung.n.01 heart.n.02 vein.n.01 artery.n.01 entity.n.01 Sub -4 Sub -3 Sub -2 Sub -1 Sub +1 capillary.n.02 form.v.02 Attribute -2 Time +1 Theme +2 time.n.08 EQU now cardiovascular_system.n.01									Kidneys, lungs, heart, veins, arteries and capillaries form the cardiovascular system.	Lungs, heart, liver, veins, arteries and capillaries form the cardiovascular system.	Lungs, heart, veins, arteries and capillaries form the respiratory, cardiovascular system.
p69/d1719	If a philosopher doesn't have a long, white beard, I don't trust him. 	person.n.01 Role +1 philosopher.n.01 NEGATION <1 time.n.08 EQU now have.v.02 Pivot -3 Time -1 Theme +3 long.a.02 Value + white.a.01 beard.n.01 Attribute -2 Colour -1 CONSEQUENCE <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now trust.v.01 Experiencer -2 Time -1 Stimulus +1 male.n.02 ANA -10									If a linguist, a philosopher doesn't have a long, white beard, I don't trust him.	If a philosopher doesn't have a short, long, white beard, I don't trust him.	If a philosopher doesn't have a long, white mustache, beard, I don't trust him.
p99/d1494	Tom was booed by a number of audience members. 	male.n.02 Name \"Tom\" time.n.08 TPR now boo.v.01 Stimulus -2 Time -1 Experiencer +1 entity.n.01 Quantity + EQU +2 audience.n.01 person.n.01 Role +1 member.n.01 PartOf -2									Mary, Tom was booed by a number of audience members.	Tom was booed by a group, a number of audience members.	Tom was booed by a number of spectators, audience members.
p21/d2297	Tom and Mary are always flirting with each other. 	NEGATION <1 time.n.08 NEGATION <1 male.n.02 Name \"Tom\" entity.n.01 Sub -1 Sub +1 female.n.02 Name \"Mary\" time.n.08 EQU now flirt.v.01 Co-Agent -3 Agent -3 Time -1									John and Tom, Tom and Mary are always flirting with each other.	Tom and John, Mary are always flirting with each other.	Tom and Mary are always flirting with each other, each other.
p20/d1392	How many time zones are there in the world? 	time_zone.n.01 Quantity ? be.v.03 Theme -1 Time +1 EQU +2 Location +3 time.n.08 EQU now entity.n.01 world.n.04									How often, many time zones are there in the world?	How many time machines, time zones are there in the world?	How many time zones are there in the universe, the world?
p57/d2146	Italo Calvino was born on the island of Cuba in 1923. 	male.n.02 Name \"Italo Calvino\" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Location +1 Time +3 island.n.01 EQU +1 island.n.01 Name \"Cuba\" time.n.08 YearOfCentury 1923									Sardinia, Italo Calvino was born on the island of Cuba in 1923.	Italo Calvino was born on the island of Sicily, Cuba in 1923.	Italo Calvino was born on the island of Sicily, Cuba in 1923.
p04/d2743	The prince and the princess fell instantly in love. 	person.n.01 Role +1 prince.n.01 entity.n.01 Sub -2 Sub +1 person.n.01 Role +1 princess.n.01 fall.v.03 Patient -3 Time +1 Manner +2 Result +3 time.n.08 TPR now instantly.r.01 in_love.a.01 Experiencer -6									The king, the prince and the princess fell instantly in love.	The prince and the jester, the princess fell instantly in love.	The prince and the princess fell instantly in love, in hate.
p15/d1257	The bus tipped over into a two-meter high embankment. 	bus.n.01 tip_over.v.02 Theme -1 Time +1 Destination +4 time.n.08 TPR now meter.n.01 Quantity 2 high.a.01 Value -1 AttributeOf +1 embankment.n.01									The truck, the bus tipped over into a two-meter high embankment.	The bus tipped over into a three-meter, a two-meter high embankment.	The bus tipped over into a two-meter high ditch, embankment.
p04/d2955	The maid arranged the knives and forks on the table. 	person.n.01 Role +1 maid.n.01 arrange.v.01 Agent -2 Time +1 Theme +3 Destination +5 time.n.08 TPR now knife.n.01 entity.n.01 Sub -1 Sub +1 fork.n.01 table.n.02									The manager, the maid arranged the knives and forks on the table.	The maid arranged the spoons, the knives and forks on the table.	The maid arranged the knives and forks on the desk, the table.
p78/d2585	The Beatles gave five concerts in Tokyo in 1996. 	musical_organization.n.01 Name \"Beatles\" give.v.32 Agent -1 Time +1 Theme +3 Location +4 Time +5 time.n.08 TPR now quantity.n.01 EQU 5 concert.n.01 Quantity -1 city.n.01 Name \"Tokyo\" time.n.08 YearOfCentury 1996									The Rolling Stones, The Beatles gave five concerts in Tokyo in 1996.	The Beatles gave four, five concerts in Tokyo in 1996.	The Beatles gave five concerts in Osaka, Tokyo in 1996.
p26/d1497	Thanks to technological innovations, maximum outputs of the factory have doubled. 	technological.a.01 Causer +1 innovation.n.01 maximum.a.01 AttributeOf +1 output.n.01 Creator +1 factory.n.01 double.v.01 Time -4 Patient -2 Time +1 time.n.08 TPR now									Regardeless, Thanks to technological innovations, maximum outputs of the factory have doubled.	Thanks to economic developments, technological innovations, maximum outputs of the factory have doubled.	Thanks to technological innovations, maximum outputs of the warehouse, the factory have doubled.
p82/d0836	He put milk into his tea and stirred it. 	male.n.02 put.v.01 Agent -1 Time +1 Theme +2 Destination +4 time.n.08 TPR now milk.n.01 male.n.02 ANA -4 tea.n.01 Consumer -1 stir.v.01 Agent -6 Time +1 Patient +2 time.n.08 TPR now entity.n.01 ANA -3									"His daughter, he put milk into his tea and stirred it.\"""	He put coffee, milk into his tea and stirred it.	He put milk into his coffee, his tea and stirred it.
p49/d1828	Tom is head over heels in love with Mary. 	male.n.02 Name \"Tom\" time.n.08 EQU now head_over_heels.r.01 in_love.a.01 Experiencer -3 Time -2 Manner -1 Stimulus +1 female.n.02 Name \"Mary\"									John, Tom is head over heels in love with Mary.	Tom is head over heels in love with Sarah, Mary.	Tom is head over heels in love with Sarah, Mary.
p00/d0004	A brown dog and a grey dog are fighting in the snow 	brown.a.01 dog.n.01 Colour -1 entity.n.01 Sub -1 Sub +2 grey.a.01 dog.n.01 Colour -1 time.n.08 EQU now fight.v.01 Agent -4 Time -1 Location +1 snow.n.02									A black, brown dog and a grey dog are fighting in the snow.	A brown cat, a grey dog are fighting in the snow	A brown dog and a grey dog are fighting in the rain, the snow
p32/d2121	The bag was big, and moreover, it was heavy. 	bag.n.01 time.n.08 TPR now big.a.01 AttributeOf -2 Time -1 CONTINUATION <1 entity.n.01 ANA -3 time.n.08 TPR now heavy.a.01 AttributeOf -2 Time -1									The box, the bag was big, and moreover, it was heavy.	The bag was small, big, and moreover, it was heavy.	The bag was big, and moreover, it was light, heavy.
p01/d0058	Two children are playing with a ball in the park 	quantity.n.01 EQU 2 child.n.01 Quantity -1 time.n.08 EQU now play.v.05 Agent -2 Time -1 Instrument +1 Location +2 ball.n.01 park.n.02									Three children, two children are playing with a ball in the park	Two children are playing with a toy, a ball in the park.	Two children are playing with a ball in the garden, the park.
p58/d3346	Thomas was leaning on the railing of the ship. 	male.n.02 Name \"Thomas\" time.n.08 TPR now lean.v.01 Theme -2 Time -1 Destination +1 railing.n.01 PartOf +1 ship.n.01									Michael, Thomas was leaning on the railing of the ship.	Thomas was leaning on the mast, the railing of the ship.	Thomas was leaning on the railing of the airplane, the ship.
p05/d2539	He attempted to sidestep a conflict with his chief. 	male.n.02 attempt.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now sidestep.v.01 Agent -3 Theme +1 conflict.n.01 Co-Agent +2 male.n.02 ANA -5 person.n.01 Role +1 chief.n.02 Of -2									She, he attempted to sidestep a conflict with his chief.	He attempted to confront, sidestep a conflict with his chief.	He attempted to sidestep a confrontation, a conflict with his chief.
p18/d0919	The train was moving at 500 miles per hour. 	train.n.01 time.n.08 TPR now move.v.01 Theme -2 Time -1 Value +3 quantity.n.01 EQU 500 mile.n.01 Quantity -1 division.n.11 Theme -1 Co-Theme +1 hour.n.01 Quantity 1									The bus, the train was moving at 500 miles per hour.	The train was moving at 400, 500 miles per hour.	The train was moving at 500 miles per hour, 600 miles per hour.
p34/d3481	It took him three months to learn to ride a bicycle. 	time.n.08 TPR now male.n.02 quantity.n.01 EQU 3 month.n.02 Quantity -1 learn.v.01 Time -4 Agent -3 Duration -1 Topic +1 ride.v.02 Agent -4 Theme +1 bicycle.n.01									"It took her, him three months to learn to ride a bicycle.\"""	It took him two, three months to learn to ride a bicycle.	It took him three months to learn to ride a skateboard, a bicycle.
p70/d3145	A book about dancing is lying on the desk. 	book.n.02 Topic +1 dance.n.01 time.n.08 EQU now lie.v.01 Theme -3 Time -1 Location +1 desk.n.01									A magazine, a book about dancing is lying on the desk.	A book about singing, dancing is lying on the desk.	A book about singing, dancing is lying on the desk.
p03/d0236	I traded in my old car for a new one. 	person.n.01 EQU speaker trade_in.v.01 Agent -1 Time +1 Theme +4 Co-Theme +6 time.n.08 TPR now person.n.01 EQU speaker old.a.02 AttributeOf +1 car.n.01 User -2 new.a.05 AttributeOf +1 car.n.01									I burnt, traded in my old car for a new one.	I traded in my bicycle, my old car for a new one.	I traded in my old car for a bicycle, a new one.
p25/d1915	It took us two hours to get to Tokyo by train. 	time.n.08 TPR now person.n.01 Sub speaker quantity.n.01 EQU 2 hour.n.01 Quantity -1 get.v.05 Time -4 Theme -3 Duration -1 Destination +1 Instrument +2 city.n.01 Name \"Tokyo\" train.n.01									"It exptected, took us two hours to get to Tokyo by train.\"""	It took us three, two hours to get to Tokyo by train.	It took us two hours to get to Osaka, Tokyo by train.
p08/d1668	There were two red hats on this table two hours ago. 	entity.n.01 be.v.03 Time +1 Theme +4 EQU -1 Location +5 Time +8 time.n.08 TPR now quantity.n.01 EQU 2 red.a.01 hat.n.01 Quantity -2 Colour -1 table.n.02 quantity.n.01 EQU 2 hour.n.01 Quantity -1 TAB now time.n.08 TAB -1									There were three, two red hats on this table two hours ago.	There were three, two red hats on this table two hours ago.	There were two red hats on this chair, this table two hours ago.
p79/d1749	This pigeon flew from San Francisco to New York. 	pigeon.n.01 fly.v.01 Theme -1 Time +1 Source +2 Destination +3 time.n.08 TPR now city.n.01 Name \"San Francisco\" city.n.01 Name \"New York\"									This penguin, this pigeon flew from San Francisco to New York.	This pigeon flew from Los Angeles, San Francisco to New York.	This pigeon flew from San Francisco to Seattle, New York.
p10/d1214	Approximately 60,000 Saxon farmers were disowned during the agricultural reform. 	quantity.n.01 APX 60000 state.n.01 Name \"saxony\" person.n.01 Quantity -2 Source -1 Role +1 farmer.n.01 time.n.08 TPR now disown.v.02 Patient -3 Time -1 Context +2 agricultural.a.02 AttributeOf +1 reform.n.01									"Precisely, approximately 60,000 Saxon farmers were disowned during the agricultural reform.\"""	Approximately 60,000 Polish, Saxon farmers were disowned during the agricultural reform.	Approximately 60,000 Saxon farmers were displaced, disowned during the agricultural reform.
p00/d3351	Tom's eyes are red, and he looks very tired. 	male.n.02 Name \"Tom\" eye.n.01 PartOf -1 time.n.08 EQU now red.a.01 ColourOf -2 Time -1 CONTINUATION <1 male.n.02 ANA -4 look.v.02 Theme -1 Time +1 Attribute +3 time.n.08 EQU now very.r.01 tired.a.01 Experiencer -4 Degree -1									Jerry's, Tom's eyes are red, and he looks very tired.	Tom's nose, eyes are red, and he looks very tired.	Tom's eyes are red, and he looks very sleepy, tired.
p74/d2441	The climate of England is similar to that of Hokkaido. 	climate.n.01 PartOf +1 country.n.02 Name \"England\" time.n.08 EQU now similar.a.01 Theme -3 Time -1 Co-Theme +1 climate.n.01 PartOf +1 island.n.01 Name \"Hokkaido\"									The weather, the climate of England is similar to that of Hokkaido.	The climate of Scotland, England is similar to that of Hokkaido.	The climate of England is similar to that of Sapporo, Hokkaido.
p70/d1846	I borrowed the screwdriver from a friend of mine. 	person.n.01 EQU speaker borrow.v.01 Agent -1 Time +1 Theme +2 Source +3 time.n.08 TPR now screwdriver.n.01 person.n.01 Role +1 friend.n.01 Of +1 person.n.01 EQU speaker									I stole, borrowed the screwdriver from a friend of mine.	I borrowed the wrench, the screwdriver from a friend of mine.	I borrowed the screwdriver from a colleague, a friend of mine.
p06/d1742	He suggested to her that she should buy it. 	male.n.02 suggest.v.01 Proposition >1 Causer -1 Time +1 Recipient +2 time.n.08 TPR now female.n.02 CONTINUATION <0 female.n.02 ANA -1 NECESSITY <1 buy.v.01 Agent -1 Theme +1 entity.n.01									"He hinted, suggested to her that she should buy it.\"""	He suggested to him, her that she should buy it.	He suggested to her that she should return it, buy it.
p03/d2026	Tomorrow it will rain in the south of England. 	time.n.08 TIN +2 day.n.03 TCT now TAB +1 day.n.03 entity.n.01 time.n.08 TSU now rain.v.01 Time -5 EQU -2 Time -1 Location +1 south.n.04 Of +1 country.n.02 Name \"England\"									Yesterday, tomorrow it will rain in the south of England.	Tomorrow it will snow, rain in the south of England.	Tomorrow it will rain in the north, the south of England.
p15/d2686	The poor cat was run over by a truck. 	poor.a.01 AttributeOf +1 cat.n.01 time.n.08 TPR now run_over.v.01 Patient -2 Time -1 Agent +1 truck.n.01									The lucky, the poor cat was run over by a truck.	The poor dog, the cat was run over by a truck.	The poor cat was run over by a dog, a truck.
