id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl
p60/d1977	Tom and Mary stopped and picked up a hitchhiker. 	male.n.02 Name \\\"Tom\\\" entity.n.01 Sub -1 Sub +1 female.n.02 Name \\\"Mary\\\" stop.v.01 Theme -2 Time +1 time.n.08 TPR now pick_up.v.03 Agent -4 Time +1 Theme +2 time.n.08 TPR now person.n.01 Role +1 hitchhiker.n.01									John and Mary, Tom and Mary stopped and picked up a hitchhiker.	Tom and Mary stopped and picked up a motorist, a hitchhiker.	Tom and Mary stopped and picked up a hitchhiker, a stranded tourist.	Tom and Mary stopped and picked up a motorist, I mean, a hitchhiker.
p25/d1564	Anna has chestnut brown hair, but Magdalena has blonde hair. 	female.n.02 Name \\\"Anna\\\" have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now chestnut.a.01 hair.n.01 Colour -1 CONTRAST <1 female.n.02 Name \\\"Magdalena\\\" have.v.02 Pivot -1 Time +1 Theme +3 time.n.08 EQU now blonde.a.01 hair.n.01 Colour -1									Gina, Anna has chestnut brown hair, but Magdalena has blonde hair.	Anna has auburn, chestnut brown hair, but Magdalena has blonde hair.	Anna has chestnut brown hair, but Magdalena has black, blonde hair.	Anna has auburn, I mean, chestnut brown hair, but Magdalena has blonde hair.
p91/d1239	According to the police, 89 people were temporarily detained. 	according.a.02 Proposition >1 Source +1 police.n.01 CONTINUATION <0 quantity.n.01 EQU 89 person.n.01 Quantity -1 time.n.08 TPR now temporarily.r.01 detain.v.01 Patient -3 Time -2 Manner -1									According to the army, the police, 89 people were temporarily detained.	According to the army, the police, 89 people were temporarily detained.	According to the police, 89 people were permanently detained, temporarily detained.	According to the army, I mean, the police, 89 people were temporarily detained.
p77/d0715	The movie “Speed” was directed by Jan De Bont.	movie.n.01 Name \\\"Speed\\\" movie.n.01 EQU -1 time.n.08 TPR now direct.v.03 Theme -2 Time -1 Agent +1 male.n.02 Name \\\"Jan De Bont\\\"									The opera, the movie “Speed” was directed by Jan De Bont.	The movie “Kung Fu Panda”, “Speed” was directed by Jan De Bont.	The movie “Speed” was directed by Jan De Bont, Jean Reno.	The movie “Kung Fu Panda”, I mean, “Speed” was directed by Jan De Bont.
p23/d1258	Experts are still cooling the wagons with water, the fire brigade reports. 	person.n.01 Role +1 expert.n.01 time.n.08 EQU now cool.v.01 Agent -3 Time -1 Patient +1 Instrument +2 wagon.n.01 water.n.06 CONTINUATION <0 fire_brigade.n.01 report.v.01 Proposition <1 Agent -1 Time +1 time.n.08 EQU now									Firefighters, experts are still cooling the wagons with water, the fire brigade reports.	Experts are still cooling the trucks, the wagons with water, the fire brigade reports.	Experts are still cooling the wagons with sand, water, the fire brigade reports.	Experts are still cooling the trucks, I mean, the wagons with water, the fire brigade reports.
p03/d1832	The airplane flies at a speed of five hundred kilometers per hour. 	airplane.n.01 fly.v.01 Theme -1 Time +1 Attribute +2 time.n.08 EQU now speed.n.01 Value +3 quantity.n.01 EQU 500 kilometer.n.01 Quantity -1 division.n.11 Theme -1 Co-Theme +1 hour.n.01 Quantity 1									The car, the airplane flies at a speed of five hundred kilometers per hour.	The airplane glides, flies at a speed of five hundred kilometers per hour.	The airplane flies at a speed of five hundred kilometers per minute, hour.	The airplane glides, I mean, flies at a speed of five hundred kilometers per hour.
p72/d1176	The main product is polyphosphoric acid, which is used to manufacture gasoline in South Africa. 	main.a.01 AttributeOf +1 product.n.02 be.v.01 Co-Theme -1 Time +1 Theme +2 time.n.08 EQU now polyphosphoric_acid.n.01 entity.n.01 EQU -1 time.n.08 EQU now use.v.01 Theme -2 Time -1 Goal +1 manufacture.v.01 Theme -3 Result +1 Location +2 gasoline.n.01 country.n.02 Name \\\"South Africa\\\"									The main chemical, product is polyphosphoric acid, which is used to manufacture gasoline in South Africa.	The main product is sulfuric acid, polyphosphoric acid, which is used to manufacture gasoline in South Africa.	The main product is polyphosphoric acid, which is used to manufacture diesel, gasoline in South Africa.	The main product is sulfuric acid, I mean, polyphosphoric acid, which is used to manufacture gasoline in South Africa.
p64/d2777	There was an old castle to the east of the town. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +3 Location +4 time.n.08 TPR now old.a.02 Value + castle.n.02 Theme -1 east.n.05 Of +1 town.n.01									There was a new mansion, an old castle to the east of the town.	There was an old castle to the north, the east of the town.	There was an old castle to the east of the market, the town.	There was an old castle to the north, I mean, the east of the town.
p07/d0133	No one is working. Everyone's watching the World Cup. 	NEGATION <1 person.n.01 time.n.08 EQU now work.v.01 Agent -2 Time -1 CONTINUATION <1 NEGATION <1 person.n.01 NEGATION <1 time.n.08 EQU now watch.v.01 Agent -2 Time -1 Theme +1 tournament.n.01 Name \\\"World Cup\\\"									Everyone, no one is working. Everyone's watching the World Cup.	No one is sleeping, working. Everyone's watching the World Cup.	No one is working. Everyone's watching the Olympics, the World Cup.	No one is sleeping, I mean, working. Everyone's watching the World Cup.
p42/d3142	Her boyfriend cheated on her over and over again. 	female.n.02 person.n.01 Role +1 boyfriend.n.01 Of -2 cheat.v.04 Agent -2 Time +1 Patient +2 time.n.08 TPR now female.n.02 ANA -5									Her brother, her boyfriend cheated on her over and over again.	Her boyfriend lied to her, cheated on her over and over again.	Her boyfriend cheated on her over and over again, over and over again.	Her boyfriend lied to her, I mean, cheated on her over and over again.
p02/d2843	Tom took out his handkerchief and blew his nose. 	male.n.02 Name \\\"Tom\\\" take_out.v.06 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -3 handkerchief.n.01 User -1 blow.v.03 Agent -5 Time +1 Patient +3 time.n.08 TPR now male.n.02 ANA -7 nose.n.01 PartOf -1									Jerry, Tom took out his handkerchief and blew his nose.	Tom took out her, his handkerchief and blew his nose.	Tom took out his handkerchief and blew his nose, his ear.	Tom took out her, I mean, his handkerchief and blew his nose.
p17/d0878	The wizard waved his magic wand and disappeared into thin air. 	person.n.01 Role +1 wizard.n.02 wave.v.02 Agent -2 Time +1 Theme +4 time.n.08 TPR now male.n.02 ANA -4 magic.a.01 AttributeOf +1 wand.n.01 User -2 disappear.v.02 Theme -7 Time +1 Destination +2 time.n.08 TPR now thin_air.n.01									The knight, the wizard waved his magic wand and disappeared into thin air.	The wizard waved his broomstick, his magic wand and disappeared into thin air.	The wizard waved his magic wand and disappeared into thick fog, thin air.	The wizard waved his broomstick, I mean, his magic wand and disappeared into thin air.
p28/d2276	The old man was run over by a car. 	old.a.01 Value + man.n.01 Attribute -1 time.n.08 TPR now run_over.v.01 Patient -2 Time -1 Causer +1 car.n.01									The young, old man was run over by a car.	The old man was walked over, run over by a car.	The old man was run over by a bus, a car.	The old man was walked over, I mean, run over by a car.
p96/d2500	Her very long, black eyelashes set off the aristocratic pallor of her cheeks. 	female.n.02 very.r.01 long.a.02 Degree -1 AttributeOf +2 black.a.01 eyelash.n.01 PartOf -4 Colour -1 set_off.v.03 Causer -1 Time +1 Theme +3 time.n.08 TPR now aristocratic.a.01 AttributeOf +1 pallor.n.01 AttributeOf +2 female.n.02 ANA -9 cheek.n.01 PartOf -1									His, her very long, black eyelashes set off the aristocratic pallor of her cheeks.	Her very long, red eyelashes, black eyelashes set off the aristocratic pallor of her cheeks.	Her very long, black eyelashes set off the aristocratic pallor of her nose, her cheeks.	Her very long, red eyelashes, I mean, black eyelashes set off the aristocratic pallor of her cheeks.
p44/d1565	He was very scared when he saw this big snake. 	male.n.02 time.n.08 TPR now very.r.01 scared.a.01 Experiencer -3 Time -2 Degree -1 male.n.02 ANA -4 see.v.01 Experiencer -1 TIN -2 Time +1 Stimulus +3 time.n.08 TPR now big.a.01 Value + snake.n.01 Attribute -1									She, he was very scared when he saw this big snake.	He was very scared when he saw this small, big snake.	He was very scared when he saw this small snake, this big snake.	He was very scared when he saw this small, I mean, big snake.
p98/d3365	He squashed the insect with the heel of his foot. 	male.n.02 squash.v.01 Agent -1 Time +1 Patient +2 Instrument +3 time.n.08 TPR now insect.n.01 heel.n.01 PartOf +2 male.n.02 ANA -5 foot.n.01 PartOf -1									She, he squashed the insect with the heel of his foot.	He squashed the spider, the insect with the heel of his foot.	He squashed the insect with the toe, the heel of his foot.	He squashed the spider, I mean, the insect with the heel of his foot.
p50/d0231	Xiaoding's father's name is written down on the envelope. 	female.n.02 Name \\\"Xiaoding\\\" person.n.01 Role +1 father.n.01 Of -2 name.n.01 Bearer -2 time.n.08 EQU now write_down.v.01 Theme -2 Time -1 Destination +1 envelope.n.01									Xiaowei's, Xiaoding's father's name is written down on the envelope.	Xiaoding's mother, father's name is written down on the envelope.	Xiaoding's father's name is written down on the paper, the envelope.	Xiaoding's mother, I mean, father's name is written down on the envelope.
p25/d1381	What was the name of the high school in \\\"Grease\\\"? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now name.n.01 Bearer +1 Context +2 high_school.n.01 situation_comedy.n.02 Name \\\"Grease\\\"									What was the level, the name of the high school in \\\"Grease\\\"?	What was the name of the middle, the high school in \\\"Grease\\\"?	What was the name of the high school in \\\"Clueless\\\", in \\\"Grease\\\"?	What was the name of the middle, I mean, the high school in \\\"Grease\\\"?
p36/d1552	The ships were buffeted by the wind and the rain. 	ship.n.01 time.n.08 TPR now buffet.v.01 Theme -2 Time -1 Causer +2 wind.n.01 entity.n.01 Sub -1 Sub +1 rain.n.01									The buses, the ships were buffeted by the wind and the rain.	The ships were buffeted by the storm, the wind and the rain.	The ships were buffeted by the wind and the snow, the rain.	The ships were buffeted by the storm, I mean, the wind and the rain.
p18/d3112	A man of wealth has to pay a lot of income tax. 	NEGATION <1 man.n.01 Attribute +1 wealth.n.01 NEGATION <1 NECESSITY <1 pay.v.01 Agent -2 Theme +1 entity.n.01 Quantity + EQU +1 income_tax.n.01									A woman, a man of wealth has to pay a lot of income tax.	A man of poverty, wealth has to pay a lot of income tax.	A man of wealth has to pay a lot of property tax, income tax.	A man of poverty, I mean, wealth has to pay a lot of income tax.
p10/d2978	Lungs, heart, veins, arteries and capillaries form the cardiovascular system. 	lung.n.01 heart.n.02 vein.n.01 artery.n.01 entity.n.01 Sub -4 Sub -3 Sub -2 Sub -1 Sub +1 capillary.n.02 form.v.02 Attribute -2 Time +1 Theme +2 time.n.08 EQU now cardiovascular_system.n.01									Kidneys, lungs, heart, veins, arteries and capillaries form the cardiovascular system.	Lungs, heart, liver, veins, arteries and capillaries form the cardiovascular system.	Lungs, heart, veins, arteries and capillaries form the respiratory, cardiovascular system.	Lungs, heart, liver, I mean, veins, arteries and capillaries form the cardiovascular system.
p69/d1719	If a philosopher doesn't have a long, white beard, I don't trust him. 	person.n.01 Role +1 philosopher.n.01 NEGATION <1 time.n.08 EQU now have.v.02 Pivot -3 Time -1 Theme +3 long.a.02 Value + white.a.01 beard.n.01 Attribute -2 Colour -1 CONSEQUENCE <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now trust.v.01 Experiencer -2 Time -1 Stimulus +1 male.n.02 ANA -10									If a linguist, a philosopher doesn't have a long, white beard, I don't trust him.	If a philosopher doesn't have a short, long, white beard, I don't trust him.	If a philosopher doesn't have a long, white mustache, beard, I don't trust him.	If a philosopher doesn't have a short, I mean, long, white beard, I don't trust him.
p99/d1494	Tom was booed by a number of audience members. 	male.n.02 Name \\\"Tom\\\" time.n.08 TPR now boo.v.01 Stimulus -2 Time -1 Experiencer +1 entity.n.01 Quantity + EQU +2 audience.n.01 person.n.01 Role +1 member.n.01 PartOf -2									Mary, Tom was booed by a number of audience members.	Tom was booed by a group, a number of audience members.	Tom was booed by a number of spectators, audience members.	Tom was booed by a group, I mean, a number of audience members.
p21/d2297	Tom and Mary are always flirting with each other. 	NEGATION <1 time.n.08 NEGATION <1 male.n.02 Name \\\"Tom\\\" entity.n.01 Sub -1 Sub +1 female.n.02 Name \\\"Mary\\\" time.n.08 EQU now flirt.v.01 Co-Agent -3 Agent -3 Time -1									John and Tom, Tom and Mary are always flirting with each other.	Tom and John, Mary are always flirting with each other.	Tom and Mary are always flirting with each other, each other.	Tom and John, I mean, Mary are always flirting with each other.
p20/d1392	How many time zones are there in the world? 	time_zone.n.01 Quantity ? be.v.03 Theme -1 Time +1 EQU +2 Location +3 time.n.08 EQU now entity.n.01 world.n.04									How often, many time zones are there in the world?	How many time machines, time zones are there in the world?	How many time zones are there in the universe, the world?	How many time machines, I mean, time zones are there in the world?
p57/d2146	Italo Calvino was born on the island of Cuba in 1923. 	male.n.02 Name \\\"Italo Calvino\\\" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Location +1 Time +3 island.n.01 EQU +1 island.n.01 Name \\\"Cuba\\\" time.n.08 YearOfCentury 1923									Sardinia, Italo Calvino was born on the island of Cuba in 1923.	Italo Calvino was born on the island of Sicily, Cuba in 1923.	Italo Calvino was born on the island of Sicily, Cuba in 1923.	Italo Calvino was born on the island of Sicily, I mean, Cuba in 1923.
p04/d2743	The prince and the princess fell instantly in love. 	person.n.01 Role +1 prince.n.01 entity.n.01 Sub -2 Sub +1 person.n.01 Role +1 princess.n.01 fall.v.03 Patient -3 Time +1 Manner +2 Result +3 time.n.08 TPR now instantly.r.01 in_love.a.01 Experiencer -6									The king, the prince and the princess fell instantly in love.	The prince and the jester, the princess fell instantly in love.	The prince and the princess fell instantly in love, in hate.	The prince and the jester, I mean, the princess fell instantly in love.
p15/d1257	The bus tipped over into a two-meter high embankment. 	bus.n.01 tip_over.v.02 Theme -1 Time +1 Destination +4 time.n.08 TPR now meter.n.01 Quantity 2 high.a.01 Value -1 AttributeOf +1 embankment.n.01									The truck, the bus tipped over into a two-meter high embankment.	The bus tipped over into a three-meter, a two-meter high embankment.	The bus tipped over into a two-meter high ditch, embankment.	The bus tipped over into a three-meter, I mean, a two-meter high embankment.
