doc_id	nl_clean	nl_repair	sbn_clean	sbn_repair	repair_pos	reparandum_synset	repair_synset	reparandum_surface	interregnum	strategy	devices	dropped_roles	max_abs_index	separator_in_tail	inflection_confident
p23/d2134	Tom's mother lives in this village.	Tom's mother attends, sorry, lives in this village.	"male.n.02 Name ""Tom"" person.n.01 Role +1 mother.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 time.n.08 EQU now village.n.02"	"male.n.02 Name ""Tom"" person.n.01 Role +1 mother.n.01 Of -2 CORRECTION <1 attend.v.01 Theme -2 CONJUNCTION <2 % sorry live.v.01 Theme -3 Time +1 Location +2 time.n.08 EQU now village.n.02"	v	attend.v.01	live.v.01	attends	sorry	inplace	d1_drop_role	Time|Location	3	0	1
p50/d2408	All of my friends like computer games.	All of my adversaries, in fact, friends like computer games.	NEGATION <1 entity.n.01 PartOf +2 person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 NEGATION <1 like.v.02 Experiencer -4 Time +1 Stimulus +2 time.n.08 EQU now computer_game.n.01	NEGATION <1 entity.n.01 PartOf +2 person.n.01 EQU speaker person.n.01 Role +2 CORRECTION <1 adversary.n.01 Of -2 CONJUNCTION <2 % in fact friend.n.01 Of -3 NEGATION <3 like.v.02 Experiencer -5 Time +1 Stimulus +2 time.n.08 EQU now computer_game.n.01	n	adversary.n.01	friend.n.01	adversaries	in fact	inplace	retarget_to_repair		5	1	1
p50/d2408	All of my friends like computer games.	All of my friends like ring-around-the-rosy, I mean to say, like computer games.	NEGATION <1 entity.n.01 PartOf +2 person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 NEGATION <1 like.v.02 Experiencer -4 Time +1 Stimulus +2 time.n.08 EQU now computer_game.n.01	NEGATION <1 entity.n.01 PartOf +2 person.n.01 EQU speaker person.n.01 Role +1 friend.n.01 Of -2 NEGATION <1 like.v.02 Experiencer -4 Time +1 Stimulus +2 time.n.08 EQU now entity.n.01 CORRECTION <1 ring-around-the-rosy.n.01 EQU -1 CONJUNCTION <2 % I mean to say computer_game.n.01 EQU -2	n	ring-around-the-rosy.n.01	computer_game.n.01	ring-around-the-rosy	I mean to say	anchor	d5_anchor_dummy		4	0	1
p28/d2448	I have never won any kind of prize.	I have never won any kind of dowry, that is, prize.	person.n.01 EQU speaker NEGATION <1 win.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now entity.n.01 InstanceOf +1 prize.n.01	person.n.01 EQU speaker NEGATION <1 win.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now entity.n.01 InstanceOf +1 entity.n.01 CORRECTION <1 dowry.n.01 EQU -1 CONJUNCTION <2 % that is prize.n.01 EQU -2	n	dowry.n.01	prize.n.01	dowry	that is	anchor	d5_anchor_dummy		2	0	1
p70/d3304	Mary has a son.	Mary has, or rather, has a son.	"female.n.02 Name ""Mary"" have.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now person.n.01 Role +1 son.n.01"	"female.n.02 Name ""Mary"" CORRECTION <1 have.v.02 Pivot -1 CONJUNCTION <2 % or rather have.v.01 Pivot -2 Time +1 Theme +2 time.n.08 EQU now person.n.01 Role +1 son.n.01"	v	have.v.02	have.v.01	has	or rather	inplace	d1_drop_role	Time|Theme	2	0	1
p95/d2676	He threw me the apple.	He threw me the avocado, the apple.	male.n.02 throw.v.01 Agent -1 Time +1 Destination +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker apple.n.01	male.n.02 throw.v.01 Agent -1 Time +1 Destination +2 time.n.08 TPR now person.n.01 EQU speaker CORRECTION <1 avocado.n.01 ThemeOf -3 CONJUNCTION <2 apple.n.01 ThemeOf -4	n	avocado.n.01	apple.n.01	avocado		inplace	d2_invert_role		4	0	1
p95/d2676	He threw me the apple.	He catapulted, no, threw me the apple.	male.n.02 throw.v.01 Agent -1 Time +1 Destination +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker apple.n.01	male.n.02 CORRECTION <1 catapult.v.01 Agent -1 CONJUNCTION <2 % no throw.v.01 Agent -2 Time +1 Destination +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker apple.n.01	v	catapult.v.01	throw.v.01	catapulted	no	inplace	d1_drop_role	Time|Destination|Theme	3	0	1
p70/d1642	His parents hate him.	His parents resent, hate him.	male.n.02 person.n.01 Role +1 parent.n.01 Of -2 hate.v.01 Experiencer -2 Time +1 Stimulus +2 time.n.08 EQU now male.n.02 ANA -5	male.n.02 person.n.01 Role +1 parent.n.01 Of -2 CORRECTION <1 resent.v.01 Experiencer -2 CONJUNCTION <2 hate.v.01 Experiencer -3 Time +1 Stimulus +2 time.n.08 EQU now male.n.02 ANA -6	v	resent.v.01	hate.v.01	resent		inplace	d1_drop_role	Time|Stimulus	6	0	1
p90/d0852	My pulse is slow.	My hertz, pulse is slow.	person.n.01 EQU speaker pulse.n.03 Creator -1 time.n.08 EQU now slow.a.02 AttributeOf -2 Time -1	person.n.01 EQU speaker CORRECTION <1 hertz.n.01 Creator -1 CONJUNCTION <2 pulse.n.03 Creator -2 time.n.08 EQU now slow.a.02 AttributeOf -2 Time -1	n	hertz.n.01	pulse.n.03	hertz		inplace	retarget_to_repair		2	0	1
p90/d0852	My pulse is slow.	My pulse is fast, or rather, is slow.	person.n.01 EQU speaker pulse.n.03 Creator -1 time.n.08 EQU now slow.a.02 AttributeOf -2 Time -1	person.n.01 EQU speaker pulse.n.03 Creator -1 time.n.08 EQU now CORRECTION <1 fast.a.03 AttributeOf -2 Time -1 CONJUNCTION <2 % or rather slow.a.02 AttributeOf -3 Time -2	a	fast.a.03	slow.a.02	fast	or rather	inplace			3	0	1
p70/d0792	He is as tall as his father.	He is as tall as his mother, father.	male.n.02 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +3 tall.a.01 AttributeOf -3 Time -2 Degree -1 male.n.02 ANA -4 person.n.01 Role +1 father.n.01 Of -2	male.n.02 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +3 tall.a.01 AttributeOf -3 Time -2 Degree -1 male.n.02 ANA -4 person.n.01 Role +2 CORRECTION <1 mother.n.01 Of -2 CONJUNCTION <2 father.n.01 Of -3	n	mother.n.01	father.n.01	mother		inplace	retarget_to_repair		4	0	1
p70/d0792	He is as tall as his father.	He is as large, that is, tall as his father.	male.n.02 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +3 tall.a.01 AttributeOf -3 Time -2 Degree -1 male.n.02 ANA -4 person.n.01 Role +1 father.n.01 Of -2	male.n.02 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +4 CORRECTION <1 large.a.01 AttributeOf -3 Time -2 Degree -1 CONJUNCTION <2 % that is tall.a.01 AttributeOf -4 Time -3 Degree -2 male.n.02 ANA -5 person.n.01 Role +1 father.n.01 Of -2	a	large.a.01	tall.a.01	large	that is	inplace			5	0	1
p50/d1494	We saw a flying saucer.	We saw a ghosting, I mean to say, flying saucer.	person.n.01 Sub speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now flying_saucer.n.01	person.n.01 Sub speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now entity.n.01 CORRECTION <1 ghost.n.01 EQU -1 CONJUNCTION <2 % I mean to say flying_saucer.n.01 EQU -2	n	ghost.n.01	flying_saucer.n.01	ghosting	I mean to say	anchor	d5_anchor_dummy		2	0	1
p50/d1494	We saw a flying saucer.	We watched, no wait, saw a flying saucer.	person.n.01 Sub speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now flying_saucer.n.01	person.n.01 Sub speaker CORRECTION <1 watch.v.03 Experiencer -1 CONJUNCTION <2 % no wait see.v.01 Experiencer -2 Time +1 Stimulus +2 time.n.08 TPR now flying_saucer.n.01	v	watch.v.03	see.v.01	watched	no wait	inplace	d1_drop_role	Time|Stimulus	2	0	1
p02/d0128	I recognized some of the tunes that Tom played.	I recognized some of the monophonies, I mean to say, of the tunes that Tom played.	"person.n.01 EQU speaker recognize.v.04 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now entity.n.01 SubOf +1 tune.n.01 male.n.02 Name ""Tom"" play.v.06 Theme -2 Agent -1 Time +1 time.n.08 TPR now"	"person.n.01 EQU speaker recognize.v.04 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now entity.n.01 SubOf +1 entity.n.01 CORRECTION <1 monophony.n.01 EQU -1 CONJUNCTION <2 % I mean to say tune.n.01 EQU -2 male.n.02 Name ""Tom"" play.v.06 Theme -4 Agent -1 Time +1 time.n.08 TPR now"	n	monophony.n.01	tune.n.01	monophonies	I mean to say	anchor	d5_anchor_dummy		4	0	1
p02/d0128	I recognized some of the tunes that Tom played.	I reviewed, that is, recognized some of the tunes that Tom played.	"person.n.01 EQU speaker recognize.v.04 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now entity.n.01 SubOf +1 tune.n.01 male.n.02 Name ""Tom"" play.v.06 Theme -2 Agent -1 Time +1 time.n.08 TPR now"	"person.n.01 EQU speaker CORRECTION <1 review.v.04 Experiencer -1 CONJUNCTION <2 % that is recognize.v.04 Experiencer -2 Time +1 Stimulus +2 time.n.08 TPR now entity.n.01 SubOf +1 tune.n.01 male.n.02 Name ""Tom"" play.v.06 Theme -2 Agent -1 Time +1 time.n.08 TPR now"	v	review.v.04	recognize.v.04	reviewed	that is	inplace	d1_drop_role	Time|Stimulus	2	0	1
p93/d1734	I'll pick you up at 2:30.	I'll advect, pick you up at 2:30.	person.n.01 EQU speaker time.n.08 TSU now pick_up.v.03 Agent -2 Time -1 Theme +1 Time +2 person.n.01 EQU hearer time.n.08 ClockTime 14:30	person.n.01 EQU speaker time.n.08 TSU now CORRECTION <1 advect.v.01 Agent -2 Time -1 CONJUNCTION <2 pick_up.v.03 Agent -3 Time -2 Theme +1 Time +2 person.n.01 EQU hearer time.n.08 ClockTime 14:30	v	advect.v.01	pick_up.v.03	advect		inplace	d1_drop_role	Theme|Time	3	0	1
p45/d3132	Tom grabbed his backpack and left.	Tom impounded, no, grabbed his backpack and left.	"male.n.02 Name ""Tom"" grab.v.02 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -3 backpack.n.01 User -1 leave.v.01 Theme -5 Time +1 time.n.08 TPR now"	"male.n.02 Name ""Tom"" CORRECTION <1 impound.v.01 Agent -1 CONJUNCTION <2 % no grab.v.02 Agent -2 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -4 backpack.n.01 User -1 leave.v.01 Theme -6 Time +1 time.n.08 TPR now"	v	impound.v.01	grab.v.02	impounded	no	inplace	d1_drop_role	Time|Theme	6	0	1
p45/d3132	Tom grabbed his backpack and left.	Tom grabbed his carryall, backpack and left.	"male.n.02 Name ""Tom"" grab.v.02 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -3 backpack.n.01 User -1 leave.v.01 Theme -5 Time +1 time.n.08 TPR now"	"male.n.02 Name ""Tom"" grab.v.02 Agent -1 Time +1 time.n.08 TPR now male.n.02 ANA -3 CORRECTION <1 carryall.n.01 User -1 ThemeOf -3 CONJUNCTION <2 backpack.n.01 User -2 ThemeOf -4 leave.v.01 Theme -6 Time +1 time.n.08 TPR now"	n	carryall.n.01	backpack.n.01	carryall		inplace	d2_invert_role		6	0	1
p83/d1420	I had repaired my watch.	I had repaired my clock, watch.	person.n.01 EQU speaker repair.v.01 Agent -1 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker watch.n.01 User -1	person.n.01 EQU speaker repair.v.01 Agent -1 Time +1 Patient +4 time.n.08 TPR now person.n.01 EQU speaker CORRECTION <1 clock.n.01 User -1 CONJUNCTION <2 watch.n.01 User -2	n	clock.n.01	watch.n.01	clock		inplace	retarget_to_repair		4	0	1
p83/d1420	I had repaired my watch.	I had fancified, I mean to say, repaired my watch.	person.n.01 EQU speaker repair.v.01 Agent -1 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker watch.n.01 User -1	person.n.01 EQU speaker CORRECTION <1 fancify.v.01 Agent -1 CONJUNCTION <2 % I mean to say repair.v.01 Agent -2 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker watch.n.01 User -1	v	fancify.v.01	repair.v.01	fancified	I mean to say	inplace	d1_drop_role	Time|Patient	3	0	1
p84/d2746	My watch was stolen.	My watch was sacked, I mean, was stolen.	person.n.01 EQU speaker watch.n.01 User -1 time.n.08 TPR now steal.v.01 Theme -2 Time -1	person.n.01 EQU speaker watch.n.01 User -1 time.n.08 TPR now CORRECTION <1 sack.v.01 Theme -2 Time -1 CONJUNCTION <2 % I mean steal.v.01 Theme -3 Time -2	v	sack.v.01	steal.v.01	sacked	I mean	inplace			3	0	1
p84/d2746	My watch was stolen.	My clock, that is, watch was stolen.	person.n.01 EQU speaker watch.n.01 User -1 time.n.08 TPR now steal.v.01 Theme -2 Time -1	person.n.01 EQU speaker CORRECTION <1 clock.n.01 User -1 CONJUNCTION <2 % that is watch.n.01 User -2 time.n.08 TPR now steal.v.01 Theme -2 Time -1	n	clock.n.01	watch.n.01	clock	that is	inplace	retarget_to_repair		2	0	1
p15/d2138	They named the dog Shiro.	They called, no wait, named the dog Shiro.	"person.n.01 name.v.01 Agent -1 Time +1 Theme +2 Result +3 time.n.08 TPR now dog.n.01 name.n.01 EQU ""Shiro"""	"person.n.01 CORRECTION <1 call.v.02 Agent -1 CONJUNCTION <2 % no wait name.v.01 Agent -2 Time +1 Theme +2 Result +3 time.n.08 TPR now dog.n.01 name.n.01 EQU ""Shiro"""	v	call.v.02	name.v.01	called	no wait	inplace	d1_drop_role	Time|Theme|Result	3	0	1
p15/d2138	They named the dog Shiro.	They named the hyena, well, dog Shiro.	"person.n.01 name.v.01 Agent -1 Time +1 Theme +2 Result +3 time.n.08 TPR now dog.n.01 name.n.01 EQU ""Shiro"""	"person.n.01 name.v.01 Agent -1 Time +1 Result +4 time.n.08 TPR now CORRECTION <1 hyena.n.01 ThemeOf -2 CONJUNCTION <2 % well dog.n.01 ThemeOf -3 name.n.01 EQU ""Shiro"""	n	hyena.n.01	dog.n.01	hyena	well	inplace	d2_invert_role		4	0	1
p74/d1927	Tom has been arrested three times.	Tom has been snatched, actually, arrested three times.	"male.n.02 Name ""Tom"" time.n.08 TPR now arrest.v.01 Patient -2 Time -1 Frequency +1 time.n.01 Quantity 3"	"male.n.02 Name ""Tom"" time.n.08 TPR now CORRECTION <1 snatch.v.01 Patient -2 Time -1 CONJUNCTION <2 % actually arrest.v.01 Patient -3 Time -2 Frequency +1 time.n.01 Quantity 3"	v	snatch.v.01	arrest.v.01	snatched	actually	inplace	d1_drop_role	Frequency	3	0	1
p74/d1927	Tom has been arrested three times.	Tom has been arrested three humiliations, I mean to say, times.	"male.n.02 Name ""Tom"" time.n.08 TPR now arrest.v.01 Patient -2 Time -1 Frequency +1 time.n.01 Quantity 3"	"male.n.02 Name ""Tom"" time.n.08 TPR now arrest.v.01 Patient -2 Time -1 Frequency +2 CORRECTION <1 humiliation.n.03 Quantity 3 CONJUNCTION <2 % I mean to say time.n.01 Quantity 3"	n	humiliation.n.03	time.n.01	humiliations	I mean to say	inplace	retarget_to_repair		2	0	1
p71/d0802	The elevator is out of order.	The winch, no, elevator is out of order.	elevator.n.01 be.v.01 Theme -1 Time +1 time.n.08 EQU now NEGATION <1 entity.n.01 EQU -2 Co-Theme +1 order.n.05	entity.n.01 CORRECTION <1 winch.n.01 EQU -1 CONJUNCTION <2 % no elevator.n.01 EQU -2 be.v.01 Theme -3 Time +1 time.n.08 EQU now NEGATION <3 entity.n.01 EQU -2 Co-Theme +1 order.n.05	n	winch.n.01	elevator.n.01	winch	no	anchor	d5_anchor_dummy		3	1	1
p71/d0802	The elevator is out of order.	The elevator is out of atonicity, that is, out of order.	elevator.n.01 be.v.01 Theme -1 Time +1 time.n.08 EQU now NEGATION <1 entity.n.01 EQU -2 Co-Theme +1 order.n.05	elevator.n.01 be.v.01 Theme -1 Time +1 time.n.08 EQU now NEGATION <1 entity.n.01 EQU -2 CORRECTION <1 atonicity.n.01 Co-ThemeOf -1 CONJUNCTION <2 % that is order.n.05 Co-ThemeOf -2	n	atonicity.n.01	order.n.05	atonicity	that is	inplace	d2_invert_role		2	0	1
p60/d1579	Tom is puzzled.	Tom is perplexed, is puzzled.	"male.n.02 Name ""Tom"" time.n.08 EQU now puzzled.a.01 Experiencer -2 Time -1"	"male.n.02 Name ""Tom"" time.n.08 EQU now CORRECTION <1 perplexed.a.01 Experiencer -2 Time -1 CONJUNCTION <2 puzzled.a.01 Experiencer -3 Time -2"	a	perplexed.a.01	puzzled.a.01	perplexed		inplace			3	0	1
p14/d2101	Nobody likes impolite salesmen.	Nobody likes polite, or rather, impolite salesmen.	NEGATION <1 person.n.01 like.v.02 Experiencer -1 Time +1 Stimulus +3 time.n.08 EQU now impolite.a.01 AttributeOf +1 person.n.01 Role +1 salesman.n.01	NEGATION <1 person.n.01 like.v.02 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now person.n.01 Role +3 CORRECTION <1 polite.a.01 AttributeOf -1 CONJUNCTION <2 % or rather impolite.a.01 AttributeOf -2 salesman.n.01	a	polite.a.01	impolite.a.01	polite	or rather	hoist	d4_movement		3	0	1
p14/d2101	Nobody likes impolite salesmen.	Nobody likes impolite salesclerks, no, salesmen.	NEGATION <1 person.n.01 like.v.02 Experiencer -1 Time +1 Stimulus +3 time.n.08 EQU now impolite.a.01 AttributeOf +1 person.n.01 Role +1 salesman.n.01	NEGATION <1 person.n.01 like.v.02 Experiencer -1 Time +1 Stimulus +3 time.n.08 EQU now impolite.a.01 AttributeOf +1 person.n.01 Role +1 entity.n.01 CORRECTION <1 salesclerk.n.01 EQU -1 CONJUNCTION <2 % no salesman.n.01 EQU -2	n	salesclerk.n.01	salesman.n.01	salesclerks	no	anchor	d5_anchor_dummy		3	0	1
p58/d1418	The speed limit was 60 mph.	The speed limit was 60 hertz, sorry, mph.	speed_limit.n.01 be.v.01 Theme -1 Time +1 Co-Theme +3 time.n.08 TPR now quantity.n.01 EQU 60 mph.n.01 Quantity -1	speed_limit.n.01 be.v.01 Theme -1 Time +1 time.n.08 TPR now quantity.n.01 EQU 60 CORRECTION <1 hertz.n.01 Quantity -1 Co-ThemeOf -3 CONJUNCTION <2 % sorry mph.n.01 Quantity -2 Co-ThemeOf -4	n	hertz.n.01	mph.n.01	hertz	sorry	inplace	d2_invert_role		4	0	1
p58/d1418	The speed limit was 60 mph.	The assize, or rather, The speed limit was 60 mph.	speed_limit.n.01 be.v.01 Theme -1 Time +1 Co-Theme +3 time.n.08 TPR now quantity.n.01 EQU 60 mph.n.01 Quantity -1	entity.n.01 CORRECTION <1 assize.n.01 EQU -1 CONJUNCTION <2 % or rather speed_limit.n.01 EQU -2 be.v.01 Theme -3 Time +1 Co-Theme +3 time.n.08 TPR now quantity.n.01 EQU 60 mph.n.01 Quantity -1	n	assize.n.01	speed_limit.n.01	assize	or rather	anchor	d5_anchor_dummy		3	0	1
p02/d1981	I broke Tom's nose.	I broke Tom's tastebud, or rather, nose.	"person.n.01 EQU speaker break.v.57 Agent -1 Time +1 Patient +3 time.n.08 TPR now male.n.02 Name ""Tom"" nose.n.01 PartOf -1"	"person.n.01 EQU speaker break.v.57 Agent -1 Time +1 Patient +4 time.n.08 TPR now male.n.02 Name ""Tom"" CORRECTION <1 tastebud.n.01 PartOf -1 CONJUNCTION <2 % or rather nose.n.01 PartOf -2"	n	tastebud.n.01	nose.n.01	tastebud	or rather	inplace	retarget_to_repair		4	0	1
p02/d1981	I broke Tom's nose.	I fractured, sorry, broke Tom's nose.	"person.n.01 EQU speaker break.v.57 Agent -1 Time +1 Patient +3 time.n.08 TPR now male.n.02 Name ""Tom"" nose.n.01 PartOf -1"	"person.n.01 EQU speaker CORRECTION <1 fracture.v.05 Agent -1 CONJUNCTION <2 % sorry break.v.57 Agent -2 Time +1 Patient +3 time.n.08 TPR now male.n.02 Name ""Tom"" nose.n.01 PartOf -1"	v	fracture.v.05	break.v.57	fractured	sorry	inplace	d1_drop_role	Time|Patient	3	0	1
p01/d0018	A man is playing a trumpet	A man is playing, no wait, playing a trumpet	man.n.01 time.n.08 EQU now play.v.07 Agent -2 Time -1 Theme +1 trumpet.n.01	man.n.01 time.n.08 EQU now CORRECTION <1 play.v.03 Agent -2 Time -1 CONJUNCTION <2 % no wait play.v.07 Agent -3 Time -2 Theme +1 trumpet.n.01	v	play.v.03	play.v.07	playing	no wait	inplace	d1_drop_role	Theme	3	0	1
p01/d0018	A man is playing a trumpet	A man is playing a flugelhorn, no wait, a trumpet	man.n.01 time.n.08 EQU now play.v.07 Agent -2 Time -1 Theme +1 trumpet.n.01	man.n.01 time.n.08 EQU now play.v.07 Agent -2 Time -1 CORRECTION <1 flugelhorn.n.01 ThemeOf -1 CONJUNCTION <2 % no wait trumpet.n.01 ThemeOf -2	n	flugelhorn.n.01	trumpet.n.01	flugelhorn	no wait	inplace	d2_invert_role		2	0	1
p80/d1924	I quit smoking two years ago.	I quit smoking two enlistments, years ago.	person.n.01 EQU speaker quit.v.01 Time +1 PartOf +2 time.n.08 TPR now smoke.v.01 Agent -3 Time +3 quantity.n.01 EQU 2 year.n.01 Quantity -1 TAB now time.n.08 TAB -1	person.n.01 EQU speaker quit.v.01 Time +1 PartOf +2 time.n.08 TPR now smoke.v.01 Agent -3 Time +4 quantity.n.01 EQU 2 CORRECTION <1 enlistment.n.01 Quantity -1 TAB now CONJUNCTION <2 year.n.01 Quantity -2 TAB now time.n.08 TAB -1	n	enlistment.n.01	year.n.01	enlistments		inplace	retarget_to_repair		4	0	1
p84/d2248	Moor the ship at the pier.	Moor the yacht, ship at the pier.	person.n.01 EQU hearer moor.v.01 Agent -1 Theme +1 Location +2 ship.n.01 pier.n.01	person.n.01 EQU hearer moor.v.01 Agent -1 Location +3 CORRECTION <1 yacht.n.01 ThemeOf -1 CONJUNCTION <2 ship.n.01 ThemeOf -2 pier.n.01	n	yacht.n.01	ship.n.01	yacht		inplace	d2_invert_role		3	0	1
p84/d2248	Moor the ship at the pier.	Sew, Moor the ship at the pier.	person.n.01 EQU hearer moor.v.01 Agent -1 Theme +1 Location +2 ship.n.01 pier.n.01	person.n.01 EQU hearer CORRECTION <1 sew.v.01 Agent -1 CONJUNCTION <2 moor.v.01 Agent -2 Theme +1 Location +2 ship.n.01 pier.n.01	v	sew.v.01	moor.v.01	sew		inplace	d1_drop_role	Theme|Location	2	0	1
p30/d2966	The vote took place on May sixteenth.	The conflict, The vote took place on May sixteenth.	vote.n.02 take_place.v.01 Theme -1 Time +1 EQU +2 Time +4 time.n.08 TPR now entity.n.01 time.n.08 MonthOfYear 5 EQU +1 time.n.08 DayOfMonth 16	entity.n.01 CORRECTION <1 conflict.n.01 EQU -1 CONJUNCTION <2 vote.n.02 EQU -2 take_place.v.01 Theme -3 Time +1 EQU +2 Time +4 time.n.08 TPR now entity.n.01 time.n.08 MonthOfYear 5 EQU +1 time.n.08 DayOfMonth 16	n	conflict.n.01	vote.n.02	conflict		anchor	d5_anchor_dummy		4	0	1
p44/d1534	I saw a hippo at the zoo.	I saw a hippo at the airfield, or rather, at the zoo.	person.n.01 EQU speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 Location +3 time.n.08 TPR now hippo.n.02 zoo.n.01	person.n.01 EQU speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 Location +3 time.n.08 TPR now hippo.n.02 entity.n.01 CORRECTION <1 airfield.n.01 EQU -1 CONJUNCTION <2 % or rather zoo.n.01 EQU -2	n	airfield.n.01	zoo.n.01	airfield	or rather	anchor	d5_anchor_dummy		3	0	1
p44/d1534	I saw a hippo at the zoo.	I watched, saw a hippo at the zoo.	person.n.01 EQU speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 Location +3 time.n.08 TPR now hippo.n.02 zoo.n.01	person.n.01 EQU speaker CORRECTION <1 watch.v.03 Experiencer -1 CONJUNCTION <2 see.v.01 Experiencer -2 Time +1 Stimulus +2 Location +3 time.n.08 TPR now hippo.n.02 zoo.n.01	v	watch.v.03	see.v.01	watched		inplace	d1_drop_role	Time|Stimulus|Location	3	0	1
p45/d2236	The small intestine is about seven meters long.	The large intestine, well, The small intestine is about seven meters long.	NEGATION <1 small_intestine.n.01 NEGATION <1 quantity.n.01 APX 7 meter.n.01 Quantity -1 long.a.02 Theme -3 Value -1	NEGATION <1 entity.n.01 CORRECTION <1 large_intestine.n.01 EQU -1 CONJUNCTION <2 % well small_intestine.n.01 EQU -2 NEGATION <3 quantity.n.01 APX 7 meter.n.01 Quantity -1 long.a.02 Theme -5 Value -1	n	large_intestine.n.01	small_intestine.n.01	large intestine	well	anchor	d5_anchor_dummy		5	1	1
